"Area Code","Area Name","Population figures&#10; (mid-2016)3  rounded to 100","Household figures&#10; (mid-2016)4  rounded to 100 ","Total recorded crime (excluding fraud)","Violence against the person","Homicide","Violence with injury","Violence without injury","Stalking&#10;and harassment","Death or serious injury - unlawful driving","Sexual offences","Robbery","Theft offences","Burglary","Domestic burglary","Domestic burglary (households)","Non-domestic burglary","Vehicle offences","Theft from the person","Bicycle theft","Shoplifting","All other theft offences","Criminal damage and arson","Drug offences","Possession of weapons offences","Public order offences","Miscellaneous crimes against society","Region"
"E23000026","Bedfordshire","661500","264700","69.6324337562872","17.6171161024342","0.00302361899981707","6.68673341809545","7.03444960307442","3.88232679576512","0.0105826664993598","1.76276987689335","1.13536893443131","34.1593356504334","8.69139281497417","6.29971018611887","15.7452645181768","2.3916826288553","8.92874690645981","1.0265186504379","1.6115889269025","6.13189933162902","7.76918902002996","8.65813300597618","1.46494340541137","0.572975800465335","3.57391765778378","0.687873322458384","East"
"E23000023","Cambridgeshire","841300","346600","78.8817439469399","19.5052953132615","0.0118862250537852","5.85277721648382","10.7808061237831","2.82892156280087","0.0309041851398414","2.11099356955225","0.790433966076714","37.8623812863273","7.67493551722908","4.89712472215949","11.8876215812268","2.77781079506959","7.86273787307889","1.12087102257194","5.23825938120312","6.3959777014418","9.56959979080244","10.0058242502764","1.75084095042256","0.577670537613959","5.02074146271886","1.25756261069047","East"
"E23000028","Essex","1806900","756400","72.3636150317885","21.7162236350435","0.0160491968760515","7.53205412010555","8.8840606017674","5.2608160518533","0.023243664441178","1.9701772716808","0.820169302424425","29.5000841199285","7.14631997449838","4.78210724848141","11.4242576083493","2.36421272601697","7.72575132378203","0.837878761046275","1.40734853985514","5.39363699151717","6.98914852922946","8.73851098871907","1.7609842917102","1.01054598260931","5.34050861565162","1.50641082402111","East"
"E23000027","Hertfordshire","1176400","483400","69.6693092233332","19.4536487173428","0.00680048895515588","7.35727898835926","8.26599432499197","3.81082399824547","0.0127509167909173","1.81488048990722","0.730202501559862","29.2089501235139","5.93682685785108","3.91793169928918","9.5346455797019","2.0188951585619","6.904196411722","0.919766131184832","1.35074711871784","6.63897734247092","7.45843626156721","8.62472011737644","2.7278461321369","0.497285754845773","5.1173679387548","1.4944074478955","East"
"E23000024","Norfolk","891700","389500","62.3988624372148","20.187702345214","0.0100927297581894","7.26115835380849","9.30886108030336","3.60198310925604","0.005607072087883","2.64765943989835","0.463144154459136","20.884100698529","4.51145020191067","2.91007041361128","6.66161804156131","1.60137978829939","2.93025587312766","0.699762596567799","1.64175070733214","5.06318609535835","6.03769522423242","8.34444468118749","2.22264337563682","0.436230208437298","5.40409607830164","1.80884145555106","East"
"E23000025","Suffolk","751200","322600","69.9224548207808","22.3915865144607","0.00665623855958998","7.21536259859553","9.36799014876693","5.79092754684328","0.010649981695344","2.62788298332612","0.479249176290478","24.8996572037142","5.55396545412188","3.36805671115253","7.84197034929314","2.18590874296935","4.93759776350384","0.654973874263654","1.65873464904982","5.51935301361201","6.57503244916298","9.47049622258462","2.00885279728425","0.503211635105002","6.03587712583619","1.50564116217925","East"
"E23000034","London, City of","7200","5000","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","London"
"E23000001","Metropolitan Police","8762400","3584300","92.3317583866453","22.6867873039082","0.0147219721325621","8.83569400346685","9.22382909821758","4.60843377275187","0.00410845733931966","2.19106312382217","3.57093417075867","45.4385110585406","8.5334941413969","6.09946141547996","14.9110404081774","2.43403272591694","11.6749803963817","5.36119445636721","2.39089392385408","5.35423290365337","12.1237152368874","6.96680240933633","4.01122384895576","0.826256420463176","5.51800057815125","1.12217947270917","London"
"E23000030","Hampshire","1969100","826100","81.6666065708892","26.9968853458901","0.00914132952512317","10.8350147454724","12.2366852726579","3.90334770722759","0.0126962910071155","2.78810550516257","0.572348798600767","29.5270022177881","6.42737035944216","3.714934748682","8.85501025316977","2.71243561076016","6.33798847075206","0.671379868456268","2.13145333427455","7.03476092122256","6.92404926364051","9.91224831507522","1.86330766820427","0.702866670153915","7.80110904641205","1.50273300360219","South East"
"E23000032","Kent","1817400","758600","92.076846255217","33.7692136271972","0.00935404796425653","10.5040456257445","16.7586022851389","6.47135047691889","0.0258611914305916","3.31848607484889","0.814902649121407","30.688980656379","6.58359905248997","4.16145086786307","9.96957585472339","2.4221481846269","6.68704381821233","0.590955736094795","1.13954313729266","6.70300072356312","8.98483818872617","12.3605490275917","1.43722195780224","0.504568351954308","6.88017739676845","2.30274651355374","South East"
"E23000031","Surrey","1181000","477900","61.727109223375","17.9388563164081","0.00592740119022216","6.02477992406152","8.20606356206328","3.69700479950142","0.00508062959161899","1.75789783870017","0.292136201518092","23.2269449496848","5.81139348121353","4.07805201887285","10.0773166215043","1.73334146234068","4.67756631068389","0.434393830083424","1.177859293657","3.67498873793774","7.45074329610925","8.23400702481718","2.02971152185179","0.436934144879233","6.46764147013098","1.34297975538462","South East"
